0	0.000000
1	-0.018849
2	-0.037698
3	-0.056545
4	-0.075390
5	-0.094232
6	-0.113071
7	-0.131904
8	-0.150733
9	-0.169556
10	-0.188372
11	-0.207180
12	-0.225980
13	-0.244772
14	-0.263554
15	-0.282325
16	-0.301085
17	-0.319833
18	-0.338569
19	-0.357291
20	-0.376000
21	-0.394693
22	-0.413371
23	-0.432032
24	-0.450677
25	-0.469303
26	-0.487911
27	-0.506500
28	-0.525069
29	-0.543617
30	-0.562144
31	-0.580648
32	-0.599130
33	-0.617588
34	-0.636021
35	-0.654430
36	-0.672812
37	-0.691168
38	-0.709497
39	-0.727798
40	-0.746070
41	-0.764312
42	-0.782525
43	-0.800706
44	-0.818856
45	-0.836973
46	-0.855058
47	-0.873109
48	-0.891125
49	-0.909106
50	-0.927051
51	-0.944960
52	-0.962831
53	-0.980664
54	-0.998459
55	-1.016214
56	-1.033929
57	-1.051603
58	-1.069236
59	-1.086826
60	-1.104374
61	-1.121878
62	-1.139337
63	-1.156752
64	-1.174121
65	-1.191444
66	-1.208719
67	-1.225947
68	-1.243127
69	-1.260257
70	-1.277338
71	-1.294368
72	-1.311347
73	-1.328275
74	-1.345150
75	-1.361971
76	-1.378740
77	-1.395453
78	-1.412112
79	-1.428715
80	-1.445261
81	-1.461750
82	-1.478182
83	-1.494555
84	-1.510870
85	-1.527124
86	-1.543319
87	-1.559452
88	-1.575524
89	-1.591534
90	-1.607480
91	-1.623364
92	-1.639183
93	-1.654938
94	-1.670627
95	-1.686250
96	-1.701807
97	-1.717296
98	-1.732718
99	-1.748071
100	-1.763356
101	-1.778570
102	-1.793715
103	-1.808789
104	-1.823791
105	-1.838721
106	-1.853579
107	-1.868363
108	-1.883074
109	-1.897710
110	-1.912272
111	-1.926758
112	-1.941168
113	-1.955501
114	-1.969757
115	-1.983936
116	-1.998036
117	-2.012057
118	-2.025998
119	-2.039860
120	-2.053641
121	-2.067341
122	-2.080960
123	-2.094496
124	-2.107950
125	-2.121320
126	-2.134607
127	-2.147809
128	-2.160927
129	-2.173959
130	-2.186906
131	-2.199766
132	-2.212539
133	-2.225225
134	-2.237823
135	-2.250333
136	-2.262754
137	-2.275086
138	-2.287328
139	-2.299479
140	-2.311540
141	-2.323509
142	-2.335387
143	-2.347172
144	-2.358865
145	-2.370465
146	-2.381971
147	-2.393383
148	-2.404701
149	-2.415924
150	-2.427051
151	-2.438082
152	-2.449018
153	-2.459856
154	-2.470598
155	-2.481242
156	-2.491788
157	-2.502235
158	-2.512584
159	-2.522834
160	-2.532984
161	-2.543034
162	-2.552983
163	-2.562832
164	-2.572580
165	-2.582226
166	-2.591770
167	-2.601212
168	-2.610551
169	-2.619787
170	-2.628920
171	-2.637949
172	-2.646874
173	-2.655694
174	-2.664409
175	-2.673020
176	-2.681524
177	-2.689923
178	-2.698216
179	-2.706402
180	-2.714481
181	-2.722453
182	-2.730318
183	-2.738075
184	-2.745724
185	-2.753264
186	-2.760696
187	-2.768018
188	-2.775232
189	-2.782335
190	-2.789329
191	-2.796213
192	-2.802987
193	-2.809650
194	-2.816202
195	-2.822642
196	-2.828972
197	-2.835189
198	-2.841295
199	-2.847288
200	-2.853170
201	-2.858938
202	-2.864594
203	-2.870136
204	-2.875565
205	-2.880881
206	-2.886083
207	-2.891171
208	-2.896145
209	-2.901004
210	-2.905749
211	-2.910380
212	-2.914895
213	-2.919296
214	-2.923581
215	-2.927750
216	-2.931804
217	-2.935743
218	-2.939565
219	-2.943272
220	-2.946862
221	-2.950336
222	-2.953693
223	-2.956934
224	-2.960058
225	-2.963065
226	-2.965955
227	-2.968728
228	-2.971384
229	-2.973923
230	-2.976344
231	-2.978648
232	-2.980834
233	-2.982902
234	-2.984853
235	-2.986686
236	-2.988401
237	-2.989998
238	-2.991477
239	-2.992838
240	-2.994080
241	-2.995205
242	-2.996211
243	-2.997099
244	-2.997868
245	-2.998520
246	-2.999053
247	-2.999467
248	-2.999763
249	-2.999941
250	-3.000000
251	-2.999941
252	-2.999763
253	-2.999467
254	-2.999053
255	-2.998520
256	-2.997868
257	-2.997099
258	-2.996211
259	-2.995205
260	-2.994080
261	-2.992838
262	-2.991477
263	-2.989998
264	-2.988401
265	-2.986686
266	-2.984853
267	-2.982902
268	-2.980834
269	-2.978648
270	-2.976344
271	-2.973923
272	-2.971384
273	-2.968728
274	-2.965955
275	-2.963065
276	-2.960058
277	-2.956934
278	-2.953693
279	-2.950336
280	-2.946862
281	-2.943272
282	-2.939565
283	-2.935743
284	-2.931804
285	-2.927750
286	-2.923581
287	-2.919296
288	-2.914895
289	-2.910380
290	-2.905749
291	-2.901004
292	-2.896145
293	-2.891171
294	-2.886083
295	-2.880881
296	-2.875565
297	-2.870136
298	-2.864594
299	-2.858938
300	-2.853170
301	-2.847288
302	-2.841295
303	-2.835189
304	-2.828972
305	-2.822642
306	-2.816202
307	-2.809650
308	-2.802987
309	-2.796213
310	-2.789329
311	-2.782335
312	-2.775232
313	-2.768018
314	-2.760696
315	-2.753264
316	-2.745724
317	-2.738075
318	-2.730318
319	-2.722453
320	-2.714481
321	-2.706402
322	-2.698216
323	-2.689923
324	-2.681524
325	-2.673020
326	-2.664409
327	-2.655694
328	-2.646874
329	-2.637949
330	-2.628920
331	-2.619787
332	-2.610551
333	-2.601212
334	-2.591770
335	-2.582226
336	-2.572580
337	-2.562832
338	-2.552983
339	-2.543034
340	-2.532984
341	-2.522834
342	-2.512584
343	-2.502235
344	-2.491788
345	-2.481242
346	-2.470598
347	-2.459856
348	-2.449018
349	-2.438082
350	-2.427051
351	-2.415924
352	-2.404701
353	-2.393383
354	-2.381971
355	-2.370465
356	-2.358865
357	-2.347172
358	-2.335387
359	-2.323509
360	-2.311540
361	-2.299479
362	-2.287328
363	-2.275086
364	-2.262754
365	-2.250333
366	-2.237823
367	-2.225225
368	-2.212539
369	-2.199766
370	-2.186906
371	-2.173959
372	-2.160927
373	-2.147809
374	-2.134607
375	-2.121320
376	-2.107950
377	-2.094496
378	-2.080960
379	-2.067341
380	-2.053641
381	-2.039860
382	-2.025998
383	-2.012057
384	-1.998036
385	-1.983936
386	-1.969757
387	-1.955501
388	-1.941168
389	-1.926758
390	-1.912272
391	-1.897710
392	-1.883074
393	-1.868363
394	-1.853579
395	-1.838721
396	-1.823791
397	-1.808789
398	-1.793715
399	-1.778570
400	-1.763356
401	-1.748071
402	-1.732718
403	-1.717296
404	-1.701807
405	-1.686250
406	-1.670627
407	-1.654938
408	-1.639183
409	-1.623364
410	-1.607480
411	-1.591534
412	-1.575524
413	-1.559452
414	-1.543319
415	-1.527124
416	-1.510870
417	-1.494555
418	-1.478182
419	-1.461750
420	-1.445261
421	-1.428715
422	-1.412112
423	-1.395453
424	-1.378740
425	-1.361971
426	-1.345150
427	-1.328275
428	-1.311347
429	-1.294368
430	-1.277338
431	-1.260257
432	-1.243127
433	-1.225947
434	-1.208719
435	-1.191444
436	-1.174121
437	-1.156752
438	-1.139337
439	-1.121878
440	-1.104374
441	-1.086826
442	-1.069236
443	-1.051603
444	-1.033929
445	-1.016214
446	-0.998459
447	-0.980664
448	-0.962831
449	-0.944960
450	-0.927051
451	-0.909106
452	-0.891125
453	-0.873109
454	-0.855058
