Отрегулированная передаточная функция
-0,056339198
-0,05623852
-0,056137842
-0,056037163
-0,055936485
-0,055835806
-0,055735128
-0,05563445
-0,055533771
-0,055433093
-0,055332414
-0,055231736
-0,055131058
-0,055030379
-0,054929701
-0,054829022
-0,054728344
-0,054627666
-0,054526987
-0,054426309
-0,05432563
-0,054224952
-0,054124274
-0,054023595
-0,053922917
-0,053822239
-0,05372156
-0,053620882
-0,053520203
-0,053419525
-0,053318847
-0,053218168
-0,05311749
-0,053016811
-0,052916133
-0,052815455
-0,052714776
-0,052614098
-0,052513419
-0,052412741
-0,052312063
-0,052211384
-0,052110706
-0,052010027
-0,051909349
-0,051808671
-0,051707992
-0,051607314
-0,051506635
-0,051405957
-0,051305279
-0,0512046
-0,051103922
-0,051003243
-0,050902565
-0,050801887
-0,050701208
-0,05060053
-0,050499851
-0,050399173
-0,050298495
-0,050197816
-0,050097138
-0,049996459
-0,049895781
-0,049795103
-0,049694424
-0,049593746
-0,049493067
-0,049392389
-0,049291711
-0,049191032
-0,049090354
-0,048989675
-0,048888997
-0,048788319
-0,04868764
-0,048586962
-0,048486283
-0,048385605
-0,048284927
-0,048184248
-0,04808357
-0,047982891
-0,047882213
-0,047781535
-0,047680856
-0,047580178
-0,0474795
-0,047378821
-0,047278143
-0,047177464
-0,047076786
-0,046976108
-0,046875429
-0,046774751
-0,046674072
-0,046573394
-0,046472716
-0,046372037
-0,046271359
-0,04617068
-0,046070002
-0,045969324
-0,045868645
-0,045767967
-0,045667288
-0,04556661
-0,045465932
-0,045365253
-0,045264575
-0,045163896
-0,045063218
-0,04496254
-0,044861861
-0,044761183
-0,044660504
-0,044559826
-0,044459148
-0,044358469
-0,044257791
-0,044157112
-0,044056434
-0,043955756
-0,043855077
-0,043754399
-0,04365372
-0,043553042
-0,043452364
-0,043351685
-0,043251007
-0,043150328
-0,04304965
-0,042948972
-0,042848293
-0,042747615
-0,042646936
-0,042546258
-0,04244558
-0,042344901
-0,042244223
-0,042143544
-0,042042866
-0,041942188
-0,041841509
-0,041740831
-0,041640152
-0,041539474
-0,041438796
-0,041338117
-0,041237439
-0,041136761
-0,041036082
-0,040935404
-0,040834725
-0,040734047
-0,040633369
-0,04053269
-0,040432012
-0,040331333
-0,040230655
-0,040129977
-0,040029298
-0,03992862
-0,039827941
-0,039727263
-0,039626585
-0,039525906
-0,039425228
-0,039324549
-0,039223871
-0,039123193
-0,039022514
-0,038921836
-0,038821157
-0,038720479
-0,038619801
-0,038519122
-0,038418444
-0,038317765
-0,038217087
-0,038116409
-0,03801573
-0,037915052
-0,037814373
-0,037713695
-0,037613017
-0,037512338
-0,03741166
-0,037310981
-0,037210303
-0,037109625
-0,037008946
-0,036908268
-0,036807589
-0,036706911
-0,036606233
-0,036505554
-0,036404876
-0,036304197
-0,036203519
-0,036102841
-0,036002162
-0,035901484
-0,035800805
-0,035700127
-0,035599449
-0,03549877
-0,035398092
-0,035297413
-0,035196735
-0,035096057
-0,034995378
-0,0348947
-0,034794022
-0,034693343
-0,034592665
-0,034491986
-0,034391308
-0,03429063
-0,034189951
-0,034089273
-0,033988594
-0,033887916
-0,033787238
-0,033686559
-0,033585881
-0,033485202
-0,033384524
-0,033283846
-0,033183167
-0,033082489
-0,03298181
-0,032881132
-0,032780454
-0,032679775
-0,032579097
-0,032478418
-0,03237774
-0,032277062
-0,032176383
-0,032075705
-0,031975026
-0,031874348
-0,03177367
-0,031672991
-0,031572313
-0,031471634
-0,031370956
-0,031270278
-0,031169599
-0,031068921
-0,030968242
-0,030867564
-0,030766886
-0,030666207
-0,030565529
-0,03046485
-0,030364172
-0,030263494
-0,030162815
-0,030062137
-0,029961458
-0,02986078
-0,029760102
-0,029659423
-0,029558745
-0,029458066
-0,029357388
-0,02925671
-0,029156031
-0,029055353
-0,028954674
-0,028853996
-0,028753318
-0,028652639
-0,028551961
-0,028451283
-0,028350604
-0,028249926
-0,028149247
-0,028048569
-0,027947891
-0,027847212
-0,027746534
-0,027645855
-0,027545177
-0,027444499
-0,02734382
-0,027243142
-0,027142463
-0,027041785
-0,026941107
-0,026840428
-0,02673975
-0,026639071
-0,026538393
-0,026437715
-0,026337036
-0,026236358
-0,026135679
-0,026035001
-0,025934323
-0,025833644
-0,025732966
-0,025632287
-0,025531609
-0,025430931
-0,025330252
-0,025229574
-0,025128895
-0,025028217
-0,024927539
-0,02482686
-0,024726182
-0,024625503
-0,024524825
-0,024424147
-0,024323468
-0,02422279
-0,024122111
-0,024021433
-0,023920755
-0,023820076
-0,023719398
-0,023618719
-0,023518041
-0,023417363
-0,023316684
-0,023216006
-0,023115327
-0,023014649
-0,022913971
-0,022813292
-0,022712614
-0,022611935
-0,022511257
-0,022410579
-0,0223099
-0,022209222
-0,022108543
